Location	Start	End	mRNA	GENE #				
Chr_01	1406274	1406732	ID=mRNA722	gene722	Name=wlab.246610.1_mRNA	proteinid=568	annotator=automatic	
Chr_01	1408781	1410178	ID=mRNA723	gene723	Name=wlab.232240.1_mRNA	proteinid=570	annotator=automatic	
Chr_01	1413860	1416322	ID=mRNA724	gene724	Name=wlab.247151.1_mRNA	proteinid=572	annotator=automatic	
Chr_01	1418387	1419738	ID=mRNA725	gene725	Name=wlab.247153.1_mRNA	proteinid=574	annotator=automatic	
Chr_01	1433191	1435106	ID=mRNA726	gene726	Name=wlab.247155.1_mRNA	proteinid=579	annotator=automatic	
Chr_01	1437344	1439516	ID=mRNA727	gene727	Name=wlab.232229.1_mRNA	proteinid=581	annotator=automatic	
Chr_01	1444619	1446772	ID=mRNA728	gene728	Name=wlab.240296.1_mRNA	proteinid=584	product=Selenocysteine-specific%20elongation%20factor	annotator=Camille%20Poirier
Chr_01	1447846	1451051	ID=mRNA729	gene729	Name=wlab.240293.1_mRNA	proteinid=585	annotator=automatic	
Chr_01	1451794	1454261	ID=mRNA730	gene730	Name=wlab.247159.1_mRNA	proteinid=587	product=Monovalent%20Cation%3AProton%20Antiporter-2%20%28CPA2%29%20Family	annotator=Jian%20Guo
Chr_01	1454757	1455824	ID=mRNA731	gene731	Name=wlab.2924.1_mRNA	proteinid=588	annotator=automatic	
Chr_01	1458212	1459629	ID=mRNA732	gene732	Name=wlab.232223.1_mRNA	proteinid=590	annotator=automatic	
Chr_01	1473753	1474623	ID=mRNA733	gene733	Name=wlab.232218.1_mRNA	proteinid=594	annotator=automatic	
Chr_01	1476697	1479911	ID=mRNA734	gene734	Name=wlab.232216.1_mRNA	proteinid=596	annotator=automatic	
Chr_01	1489197	1491317	ID=mRNA735	gene735	Name=wlab.247165.1_mRNA	proteinid=600	annotator=automatic	
Chr_01	1493504	1498189	ID=mRNA736	gene736	Name=wlab.240186.1_mRNA	proteinid=602	annotator=automatic	
Chr_01	1500081	1501602	ID=mRNA737	gene737	Name=wlab.232214.1_mRNA	proteinid=604	annotator=automatic	
Chr_01	1505533	1507866	ID=mRNA738	gene738	Name=wlab.247166.1_mRNA	proteinid=606	annotator=automatic	
Chr_01	1510981	1519624	ID=mRNA739	gene739	Name=wlab.232212.1_mRNA	proteinid=608	product=Patched	annotator=Jae-Hyeok%20Lee
Chr_01	1520901	1522105	ID=mRNA740	gene740	Name=wlab.247167.1_mRNA	proteinid=610	annotator=automatic	
Chr_01	1523010	1525274	ID=mRNA741	gene741	Name=wlab.247169.1_mRNA	proteinid=612	product=cyclin%20A%20like	annotator=Valeria%20Jimenez
Chr_01	1527011	1528103	ID=mRNA742	gene742	Name=wlab.3495.1_mRNA	proteinid=614	annotator=automatic	
Chr_01	1531355	1533434	ID=mRNA743	gene743	Name=wlab.240127.1_mRNA	proteinid=616	annotator=automatic	
Chr_01	1533608	1534377	ID=mRNA744	gene744	Name=wlab.22178.1_mRNA	proteinid=617	annotator=automatic	
Chr_01	1537465	1539608	ID=mRNA745	gene745	Name=wlab.230248.1_mRNA	proteinid=619	annotator=automatic	
Chr_01	1544019	1545888	ID=mRNA746	gene746	Name=wlab.22182.1_mRNA	proteinid=623	product=Tubulin%20beta%20chain	annotator=Valeria%20Jimenez
Chr_01	1547973	1550607	ID=mRNA747	gene747	Name=wlab.247172.1_mRNA	proteinid=625	annotator=automatic	
Chr_01	1553955	1565228	ID=mRNA748	gene748	Name=wlab.247174.1_mRNA	proteinid=627	annotator=automatic	
Chr_01	1567985	1569132	ID=mRNA749	gene749	Name=wlab.247175.1_mRNA	proteinid=629	annotator=automatic	
Chr_01	1572964	1575348	ID=mRNA750	gene750	Name=wlab.232200.1_mRNA	proteinid=632	annotator=automatic	
Chr_01	1582146	1583055	ID=mRNA751	gene751	Name=wlab.240042.1_mRNA	proteinid=635	annotator=automatic	
Chr_01	1585447	1587364	ID=mRNA752	gene752	Name=wlab.240040.1_mRNA	proteinid=637	annotator=automatic	
Chr_01	1588980	1590192	ID=mRNA753	gene753	Name=wlab.9861.1_mRNA	proteinid=639	product=Glutathione%20peroxidase	annotator=Camille%20Poirier
Chr_01	1594876	1597150	ID=mRNA754	gene754	Name=wlab.247179.1_mRNA	proteinid=641	annotator=automatic	
Chr_01	1598817	1600427	ID=mRNA755	gene755	Name=wlab.240035.1_mRNA	proteinid=643	annotator=automatic	
Chr_01	1606958	1608593	ID=mRNA756	gene756	Name=wlab.247182.1_mRNA	proteinid=646	product=Cyclin-T1%20homolog	annotator=Valeria%20Jimenez
Chr_01	1611343	1614650	ID=mRNA757	gene757	Name=wlab.232193.1_mRNA	proteinid=648	annotator=automatic	
Chr_01	1616458	1617441	ID=mRNA758	gene758	Name=wlab.2937.1_mRNA	proteinid=650	annotator=automatic	
Chr_01	1623893	1625876	ID=mRNA759	gene759	Name=wlab.232580.1_mRNA	proteinid=652	annotator=automatic	
Chr_01	1626866	1628793	ID=mRNA760	gene760	Name=wlab.247183.1_mRNA	proteinid=653	annotator=automatic	
Chr_01	1629568	1631471	ID=mRNA761	gene761	Name=wlab.247185.1_mRNA	proteinid=655	product=Drug%2FMetabolite%20Transporter%20%28DMT%29%20Superfamily	annotator=Jian%20Guo
Chr_01	1634162	1636089	ID=mRNA762	gene762	Name=wlab.232185.1_mRNA	proteinid=657	annotator=automatic	
Chr_01	1637191	1640197	ID=mRNA763	gene763	Name=wlab.232184.1_mRNA	proteinid=658	annotator=automatic	
Chr_01	1653658	1656506	ID=mRNA764	gene764	Name=wlab.232182.1_mRNA	proteinid=661	annotator=automatic	
Chr_01	1658835	1660032	ID=mRNA765	gene765	Name=wlab.247187.1_mRNA	proteinid=663	annotator=automatic	
Chr_01	1662501	1664224	ID=mRNA766	gene766	Name=wlab.232179.1_mRNA	proteinid=665	annotator=automatic	
Chr_01	1672410	1674359	ID=mRNA767	gene767	Name=wlab.247189.1_mRNA	proteinid=670	annotator=automatic	
Chr_01	1684572	1686263	ID=mRNA768	gene768	Name=wlab.247191.1_mRNA	proteinid=674	annotator=automatic	
Chr_01	1686984	1687298	ID=mRNA769	gene769	Name=wlab.246635.1_mRNA	proteinid=675	annotator=automatic	
Chr_01	1689618	1692185	ID=mRNA770	gene770	Name=wlab.18393.1_mRNA	proteinid=677	annotator=automatic	
Chr_01	1697289	1697973	ID=mRNA771	gene771	Name=wlab.2943.1_mRNA	proteinid=679	annotator=automatic	
Chr_01	1697998	1698376	ID=mRNA772	gene772	Name=wlab.232172.1_mRNA	proteinid=680	annotator=automatic	
Chr_01	1707811	1709398	ID=mRNA773	gene773	Name=wlab.246638.1_mRNA	proteinid=683	annotator=automatic	
Chr_01	1716162	1718213	ID=mRNA774	gene774	Name=wlab.247192.1_mRNA	proteinid=687	product=Cation%20Diffusion%20Facilitator%20%28CDF%29%20Family	annotator=Jian%20Guo
Chr_01	1721675	1723075	ID=mRNA775	gene775	Name=wlab.247194.1_mRNA	proteinid=689	annotator=automatic	
Chr_01	1725371	1726752	ID=mRNA776	gene776	Name=wlab.247195.1_mRNA	proteinid=691	annotator=automatic	
Chr_01	1727369	1730746	ID=mRNA777	gene777	Name=wlab.247196.1_mRNA	proteinid=693	annotator=automatic	
Chr_01	1731515	1731856	ID=mRNA778	gene778	Name=EuGene.0100010713_mRNA	proteinid=10928	annotator=Alexandra%20Worden	
Chr_01	1733487	1734867	ID=mRNA779	gene779	Name=wlab.247198.1_mRNA	proteinid=695	product=Mitochondrial%20Protein%20Translocase%20%28MPT%29%20Family	annotator=Jian%20Guo
Chr_01	1738130	1739134	ID=mRNA780	gene780	Name=wlab.247200.1_mRNA	proteinid=697	annotator=automatic	
Chr_01	1741277	1742561	ID=mRNA781	gene781	Name=wlab.232165.1_mRNA	proteinid=699	annotator=automatic	
Chr_01	1743548	1748169	ID=mRNA782	gene782	Name=wlab.247202.1_mRNA	proteinid=701	annotator=automatic	
Chr_01	1750019	1751045	ID=mRNA783	gene783	Name=wlab.247204.1_mRNA	proteinid=703	annotator=automatic	
Chr_01	1754477	1756680	ID=mRNA784	gene784	Name=wlab.38983.1_mRNA	proteinid=705	annotator=automatic	
Chr_01	1757207	1758372	ID=mRNA785	gene785	Name=est_orfs.Chr_01_1724_3199385:1_mRNA	proteinid=10937	annotator=Alexandra%20Worden	
Chr_01	1760515	1762081	ID=mRNA786	gene786	Name=wlab.247205.1_mRNA	proteinid=707	annotator=automatic	
Chr_01	1762089	1763555	ID=mRNA787	gene787	Name=wlab.232160.1_mRNA	proteinid=708	annotator=automatic	
Chr_01	1765152	1766606	ID=mRNA788	gene788	Name=wlab.10099.1_mRNA	proteinid=710	annotator=automatic	
Chr_01	1771135	1773211	ID=mRNA789	gene789	Name=wlab.230209.1_mRNA	proteinid=712	annotator=automatic	
Chr_01	1781365	1782575	ID=mRNA790	gene790	Name=wlab.247208.1_mRNA	proteinid=715	annotator=automatic	
Chr_01	1784066	1785739	ID=mRNA791	gene791	Name=wlab.247210.1_mRNA	proteinid=717	annotator=automatic	
Chr_01	1791412	1794217	ID=mRNA792	gene792	Name=wlab.239760.1_mRNA	proteinid=720	annotator=automatic	
Chr_01	1795490	1796975	ID=mRNA793	gene793	Name=wlab.3535.1_mRNA	proteinid=721	annotator=automatic	
Chr_01	1802778	1804416	ID=mRNA794	gene794	Name=wlab.247213.1_mRNA	proteinid=724	annotator=automatic	
Chr_01	1808025	1810366	ID=mRNA795	gene795	Name=wlab.239739.1_mRNA	proteinid=726	annotator=automatic	
Chr_01	1813294	1814651	ID=mRNA796	gene796	Name=wlab.247215.1_mRNA	proteinid=728	annotator=automatic	
Chr_01	1818816	1824747	ID=mRNA797	gene797	Name=wlab.247217.1_mRNA	proteinid=730	product=Rad50%20DNA%20repair%2Frecombination%20protein	annotator=Valeria%20Jimenez
Chr_01	1826083	1827174	ID=mRNA798	gene798	Name=EuGene.0100010752_mRNA	proteinid=10963	product=	annotator=Alexandra%20Worden
Chr_01	1832687	1833465	ID=mRNA799	gene799	Name=wlab.248612.1_mRNA	proteinid=734	annotator=automatic	
Chr_01	1836400	1855992	ID=mRNA800	gene800	Name=wlab.3543.1_mRNA	proteinid=737	product=Beta_helix	annotator=Jae-Hyeok%20Lee
Chr_01	1859303	1860827	ID=mRNA801	gene801	Name=wlab.1210.1_mRNA	proteinid=739	annotator=automatic	
Chr_01	1861432	1863411	ID=mRNA802	gene802	Name=wlab.232145.1_mRNA	proteinid=740	annotator=automatic	
Chr_01	1864479	1865940	ID=mRNA803	gene803	Name=wlab.232144.1_mRNA	proteinid=741	annotator=automatic	
Chr_01	1867506	1871890	ID=mRNA804	gene804	Name=wlab.232143.1_mRNA	proteinid=744	annotator=automatic	
Chr_01	1875847	1877937	ID=mRNA805	gene805	Name=wlab.8020.1_mRNA	proteinid=747	annotator=automatic	
Chr_01	1879882	1882373	ID=mRNA806	gene806	Name=wlab.22250.1_mRNA	proteinid=749	annotator=automatic	
Chr_01	1882629	1884053	ID=mRNA807	gene807	Name=wlab.22251.1_mRNA	proteinid=750	annotator=automatic	
Chr_01	1886183	1888926	ID=mRNA808	gene808	Name=wlab.8022.1_mRNA	proteinid=752	annotator=automatic	
Chr_01	1890806	1892525	ID=mRNA809	gene809	Name=wlab.2570.1_mRNA	proteinid=754	annotator=automatic	
Chr_01	1906723	1907874	ID=mRNA810	gene810	Name=wlab.29911.1_mRNA	proteinid=761	annotator=automatic	
Chr_01	1911564	1914855	ID=mRNA811	gene811	Name=wlab.239717.1_mRNA	proteinid=764	product=FmdA_AmdA	annotator=Jae-Hyeok%20Lee
Chr_01	1914945	1918102	ID=mRNA812	gene812	Name=wlab.232133.1_mRNA	proteinid=765	annotator=automatic	
Chr_01	1928957	1930873	ID=mRNA813	gene813	Name=wlab.3554.1_mRNA	proteinid=770	annotator=automatic	
Chr_01	1936654	1941207	ID=mRNA814	gene814	Name=wlab.232128.1_mRNA	proteinid=772	annotator=automatic	
Chr_01	1941441	1942204	ID=mRNA815	gene815	Name=wlab.232127.1_mRNA	proteinid=773	annotator=automatic	
Chr_01	1946760	1947751	ID=mRNA816	gene816	Name=wlab.232123.1_mRNA	proteinid=777	annotator=automatic	
Chr_01	1949701	1951670	ID=mRNA817	gene817	Name=wlab.26535.1_mRNA	proteinid=779	annotator=automatic	
Chr_01	1953930	1954583	ID=mRNA818	gene818	Name=EuGene.0100010803_mRNA	proteinid=11012	annotator=Alexandra%20Worden	
Chr_01	1960886	1961988	ID=mRNA819	gene819	Name=wlab.232098.1_mRNA	proteinid=783	annotator=automatic	
Chr_01	1965039	1965639	ID=mRNA820	gene820	Name=wlab.232100.1_mRNA	proteinid=785	annotator=automatic	
Chr_01	1969248	1971044	ID=mRNA821	gene821	Name=wlab.8029.1_mRNA	proteinid=787	annotator=automatic	
Chr_01	1974257	1976522	ID=mRNA822	gene822	Name=wlab.232121.1_mRNA	proteinid=789	annotator=automatic	
Chr_01	1978340	1979765	ID=mRNA823	gene823	Name=wlab.232119.1_mRNA	proteinid=791	annotator=automatic	
Chr_01	1981742	1983616	ID=mRNA824	gene824	Name=wlab.232117.1_mRNA	proteinid=793	annotator=automatic	
Chr_01	1985228	1990894	ID=mRNA825	gene825	Name=wlab.232116.1_mRNA	proteinid=795	annotator=automatic	
Chr_01	1992974	1994410	ID=mRNA826	gene826	Name=wlab.3575.1_mRNA	proteinid=797	annotator=automatic	
Chr_01	1995370	2000442	ID=mRNA827	gene827	Name=wlab.247224.1_mRNA	proteinid=799	annotator=automatic	
Chr_01	2002135	2003319	ID=mRNA828	gene828	Name=wlab.232115.1_mRNA	proteinid=801	annotator=automatic	
Chr_01	2003619	2004327	ID=mRNA829	gene829	Name=wlab.232114.1_mRNA	proteinid=802	annotator=automatic	
Chr_01	2005723	2008502	ID=mRNA830	gene830	Name=wlab.232112.1_mRNA	proteinid=804	product=Monovalent%20Cation%3AProton%20Antiporter-1%20%28CPA1%29%20Family	annotator=Jian%20Guo
Chr_01	2008693	2010084	ID=mRNA831	gene831	Name=wlab.239713.1_mRNA	proteinid=805	annotator=automatic	
Chr_01	2010201	2012671	ID=mRNA832	gene832	Name=wlab.232110.1_mRNA	proteinid=806	annotator=automatic	
Chr_01	2019072	2020246	ID=mRNA833	gene833	Name=wlab.232107.1_mRNA	proteinid=809	annotator=automatic	
Chr_01	2020553	2021460	ID=mRNA834	gene834	Name=wlab.232106.1_mRNA	proteinid=810	annotator=automatic	
Chr_01	2023352	2023678	ID=mRNA835	gene835	Name=wlab.232104.1_mRNA	proteinid=812	annotator=automatic	
Chr_01	2025422	2027129	ID=mRNA836	gene836	Name=wlab.3584.1_mRNA	proteinid=814	annotator=automatic	
Chr_01	2029004	2030260	ID=mRNA837	gene837	Name=wlab.9908.1_mRNA	proteinid=816	annotator=automatic	
Chr_01	2032561	2033516	ID=mRNA838	gene838	Name=wlab.232095.1_mRNA	proteinid=819	annotator=automatic	
Chr_01	2033743	2037382	ID=mRNA839	gene839	Name=wlab.232094.1_mRNA	proteinid=820	annotator=automatic	
Chr_01	2038411	2044429	ID=mRNA840	gene840	Name=wlab.248599.1_mRNA	proteinid=822	annotator=automatic	
Chr_01	2044749	2047023	ID=mRNA841	gene841	Name=wlab.232092.1_mRNA	proteinid=823	annotator=automatic	
Chr_01	2048838	2049398	ID=mRNA842	gene842	Name=wlab.3590.1_mRNA	proteinid=825	annotator=automatic	
Chr_02	462	1698	ID=mRNA843	gene843	Name=wlab.233291.1_mRNA	proteinid=827	annotator=automatic	
Chr_02	6812	8995	ID=mRNA844	gene844	Name=wlab.233289.1_mRNA	proteinid=829	product=Mitochondrial%20Carrier%20%28MC%29%20Family	annotator=Jian%20Guo
Chr_02	10423	12916	ID=mRNA845	gene845	Name=wlab.247225.1_mRNA	proteinid=831	annotator=automatic	
Chr_02	13064	14596	ID=mRNA846	gene846	Name=wlab.2586.1_mRNA	proteinid=832	annotator=automatic	
Chr_02	14751	15784	ID=mRNA847	gene847	Name=wlab.233287.1_mRNA	proteinid=833	annotator=automatic	
Chr_02	16978	17788	ID=mRNA848	gene848	Name=wlab.233285.1_mRNA	proteinid=835	annotator=automatic	
Chr_02	18555	20043	ID=mRNA849	gene849	Name=wlab.233284.1_mRNA	proteinid=837	annotator=automatic	
Chr_02	22812	25250	ID=mRNA850	gene850	Name=wlab.233281.1_mRNA	proteinid=839	annotator=automatic	
Chr_02	27047	27810	ID=mRNA851	gene851	Name=wlab.230947.1_mRNA	proteinid=841	annotator=automatic	
Chr_02	27812	28636	ID=mRNA852	gene852	Name=wlab.230948.1_mRNA	proteinid=842	annotator=automatic	
Chr_02	32068	33419	ID=mRNA853	gene853	Name=wlab.233277.1_mRNA	proteinid=845	annotator=automatic	
Chr_02	33448	34484	ID=mRNA854	gene854	Name=wlab.233276.1_mRNA	proteinid=846	annotator=automatic	
Chr_02	35691	38193	ID=mRNA855	gene855	Name=wlab.233274.1_mRNA	proteinid=848	annotator=Jae-Hyeok%20Lee	
Chr_02	42465	43769	ID=mRNA856	gene856	Name=wlab.2745.1_mRNA	proteinid=850	annotator=automatic	
Chr_02	43896	45237	ID=mRNA857	gene857	Name=wlab.247228.1_mRNA	proteinid=851	annotator=automatic	
Chr_02	53487	54270	ID=mRNA858	gene858	Name=wlab.1287.1_mRNA	proteinid=856	annotator=automatic	
Chr_02	55363	58186	ID=mRNA859	gene859	Name=wlab.247230.1_mRNA	proteinid=858	annotator=automatic	
Chr_02	59299	60611	ID=mRNA860	gene860	Name=wlab.233264.1_mRNA	proteinid=860	annotator=automatic	
Chr_02	62523	63984	ID=mRNA861	gene861	Name=wlab.233263.1_mRNA	proteinid=862	annotator=automatic	
Chr_02	68595	69879	ID=mRNA862	gene862	Name=wlab.22674.1_mRNA	proteinid=865	product=Chloroplast%20Envelope%20Protein%20Translocase	annotator=Jian%20Guo
Chr_02	70963	72393	ID=mRNA863	gene863	Name=wlab.233259.1_mRNA	proteinid=867	annotator=automatic	
Chr_02	72441	74689	ID=mRNA864	gene864	Name=wlab.244487.1_mRNA	proteinid=868	annotator=Jae-Hyeok%20Lee	
Chr_02	74836	80533	ID=mRNA865	gene865	Name=wlab.233258.1_mRNA	proteinid=869	annotator=automatic	
Chr_02	80646	81745	ID=mRNA866	gene866	Name=wlab.233256.1_mRNA	proteinid=870	annotator=automatic	
Chr_02	86961	89399	ID=mRNA867	gene867	Name=wlab.233254.1_mRNA	proteinid=874	annotator=automatic	
Chr_02	93716	95542	ID=mRNA868	gene868	Name=wlab.233252.1_mRNA	proteinid=877	annotator=automatic	
Chr_02	96738	97280	ID=mRNA869	gene869	Name=wlab.233250.1_mRNA	proteinid=879	annotator=automatic	
Chr_02	99051	99547	ID=mRNA870	gene870	Name=wlab.233304.1_mRNA	proteinid=881	annotator=automatic	
Chr_02	100670	102487	ID=mRNA871	gene871	Name=wlab.233248.1_mRNA	proteinid=883	annotator=automatic	
Chr_02	106198	108983	ID=mRNA872	gene872	Name=wlab.233246.1_mRNA	proteinid=886	annotator=automatic	
Chr_02	109587	110676	ID=mRNA873	gene873	Name=wlab.233244.1_mRNA	proteinid=888	annotator=automatic	
Chr_02	110861	112219	ID=mRNA874	gene874	Name=wlab.22660.1_mRNA	proteinid=889	annotator=automatic	
Chr_02	118978	120342	ID=mRNA875	gene875	Name=wlab.247234.1_mRNA	proteinid=891	annotator=automatic	
Chr_02	121289	122428	ID=mRNA876	gene876	Name=wlab.233242.1_mRNA	proteinid=893	annotator=automatic	
Chr_02	122779	125762	ID=mRNA877	gene877	Name=wlab.233241.1_mRNA	proteinid=894	annotator=automatic	
Chr_02	134500	136566	ID=mRNA878	gene878	Name=wlab.247235.1_mRNA	proteinid=896	annotator=automatic	
Chr_02	138654	140576	ID=mRNA879	gene879	Name=wlab.22654.1_mRNA	proteinid=898	annotator=automatic	
Chr_02	141954	142265	ID=mRNA880	gene880	Name=wlab.248571.1_mRNA	proteinid=900	annotator=automatic	
Chr_02	145129	145878	ID=mRNA881	gene881	Name=wlab.247236.1_mRNA	proteinid=902	annotator=automatic	
Chr_02	147355	147900	ID=mRNA882	gene882	Name=wlab.3987.1_mRNA	proteinid=904	annotator=automatic	
Chr_02	150693	151305	ID=mRNA883	gene883	Name=wlab.233234.1_mRNA	proteinid=906	annotator=automatic	
Chr_02	154108	155996	ID=mRNA884	gene884	Name=wlab.233232.1_mRNA	proteinid=908	annotator=automatic	
Chr_02	157310	158380	ID=mRNA885	gene885	Name=wlab.1278.1_mRNA	proteinid=910	annotator=automatic	
Chr_02	162458	163609	ID=mRNA886	gene886	Name=wlab.233292.1_mRNA	proteinid=912	product=AP2-like%20transcription%20factor	annotator=Jae-Hyeok%20Lee
Chr_02	166750	169891	ID=mRNA887	gene887	Name=wlab.233227.1_mRNA	proteinid=915	product=phosphoenolpyruvate%20carboxylase	annotator=Susanne%20Wilken
Chr_02	175591	176805	ID=mRNA888	gene888	Name=wlab.233223.1_mRNA	proteinid=919	annotator=automatic	
Chr_02	179668	181050	ID=mRNA889	gene889	Name=wlab.247238.1_mRNA	proteinid=922	product=D-Lactate%20dehydrogenase	annotator=Chang%20Jae%20Choi
Chr_02	181079	182338	ID=mRNA890	gene890	Name=wlab.3980.1_mRNA	proteinid=923	annotator=automatic	
Chr_02	183318	184555	ID=mRNA891	gene891	Name=wlab.1276.1_mRNA	proteinid=925	annotator=automatic	
Chr_02	187733	190536	ID=mRNA892	gene892	Name=wlab.3978.1_mRNA	proteinid=927	annotator=Jae-Hyeok%20Lee	
Chr_02	191509	192872	ID=mRNA893	gene893	Name=wlab.8122.1_mRNA	proteinid=929	annotator=automatic	
Chr_02	194940	195783	ID=mRNA894	gene894	Name=wlab.233216.1_mRNA	proteinid=931	annotator=automatic	
Chr_02	199258	200667	ID=mRNA895	gene895	Name=wlab.3974.1_mRNA	proteinid=933	annotator=automatic	
Chr_02	200886	201496	ID=mRNA896	gene896	Name=wlab.1275.1_mRNA	proteinid=934	annotator=automatic	
Chr_02	203642	204616	ID=mRNA897	gene897	Name=wlab.3973.1_mRNA	proteinid=936	annotator=automatic	
Chr_02	205909	207021	ID=mRNA898	gene898	Name=wlab.3971.1_mRNA	proteinid=938	annotator=automatic	
Chr_02	210102	229991	ID=mRNA899	gene899	Name=wlab.233212.1_mRNA	proteinid=940	annotator=automatic	
Chr_02	230979	232862	ID=mRNA900	gene900	Name=wlab.244479.1_mRNA	proteinid=942	annotator=automatic	
Chr_02	232929	234209	ID=mRNA901	gene901	Name=wlab.233211.1_mRNA	proteinid=943	annotator=automatic	
Chr_02	235942	237630	ID=mRNA902	gene902	Name=wlab.3969.1_mRNA	proteinid=945	annotator=automatic	
Chr_02	239029	239976	ID=mRNA903	gene903	Name=wlab.3967.1_mRNA	proteinid=947	annotator=automatic	
Chr_02	242785	243653	ID=mRNA904	gene904	Name=wlab.233206.1_mRNA	proteinid=950	annotator=automatic	
Chr_02	247072	248032	ID=mRNA905	gene905	Name=wlab.1272.1_mRNA	proteinid=952	annotator=automatic	
Chr_02	248704	249853	ID=mRNA906	gene906	Name=wlab.2743.1_mRNA	proteinid=954	annotator=automatic	
Chr_02	250816	254447	ID=mRNA907	gene907	Name=wlab.233201.1_mRNA	proteinid=956	annotator=automatic	
Chr_02	255542	256212	ID=mRNA908	gene908	Name=wlab.244478.1_mRNA	proteinid=958	annotator=automatic	
Chr_02	257302	258467	ID=mRNA909	gene909	Name=wlab.244476.1_mRNA	proteinid=960	annotator=automatic	
Chr_02	262788	264128	ID=mRNA910	gene910	Name=wlab.3958.1_mRNA	proteinid=962	annotator=automatic	
Chr_02	264169	265629	ID=mRNA911	gene911	Name=wlab.233199.1_mRNA	proteinid=963	annotator=automatic	
Chr_02	267476	268251	ID=mRNA912	gene912	Name=wlab.247241.1_mRNA	proteinid=965	annotator=automatic	
Chr_02	269693	270797	ID=mRNA913	gene913	Name=wlab.233195.1_mRNA	proteinid=967	annotator=automatic	
Chr_02	273625	282233	ID=mRNA914	gene914	Name=wlab.244475.1_mRNA	proteinid=970	product=Nucleobase%3ACation%20Symporter-1%20%28NCS1%29%20Family	annotator=Jian%20Guo
Chr_02	283624	286365	ID=mRNA915	gene915	Name=wlab.233192.1_mRNA	proteinid=972	annotator=automatic	
Chr_02	286921	287790	ID=mRNA916	gene916	Name=wlab.233293.1_mRNA	proteinid=974	annotator=automatic	
Chr_02	294097	294684	ID=mRNA917	gene917	Name=wlab.3954.1_mRNA	proteinid=978	annotator=automatic	
Chr_02	303318	304870	ID=mRNA918	gene918	Name=wlab.233184.1_mRNA	proteinid=982	annotator=automatic	
Chr_02	305998	307502	ID=mRNA919	gene919	Name=wlab.244471.1_mRNA	proteinid=984	annotator=automatic	
Chr_02	307671	309422	ID=mRNA920	gene920	Name=wlab.233182.1_mRNA	proteinid=985	annotator=automatic	
Chr_02	309750	311159	ID=mRNA921	gene921	Name=wlab.3951.1_mRNA	proteinid=986	annotator=Jae-Hyeok%20Lee	
