query id	subject id	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score	COG#	functional categories					COG protein description
jgi|MicpuN3v2|3138|wlab.234243.1	CDD:224278	28.000	75	53	1	10	83	4	78	5.00e-15	67.8	COG1359	S					Uncharacterized conserved protein
jgi|MicpuN3v2|3139|wlab.4657.1	CDD:223352	39.252	321	178	10	362	678	7	314	2.61e-84	267	COG0275	M					Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis
jgi|MicpuN3v2|3142|wlab.248602.1	CDD:224117	16.871	652	485	14	174	795	240	864	7.23e-11	63.2	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3143|wlab.234239.1	CDD:223640	31.716	268	162	7	77	336	1	255	5.98e-42	143	COG0566	J					rRNA methylases
jgi|MicpuN3v2|3148|wlab.234236.1	CDD:223267	19.764	339	208	13	6	335	29	312	1.89e-07	51.6	COG0189	H	J				Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)
jgi|MicpuN3v2|3149|wlab.2774.1	CDD:227373	64.427	253	82	3	7	257	3	249	8.71e-123	347	COG5040	T					14-3-3 family protein
jgi|MicpuN3v2|3150|wlab.234235.1	CDD:227611	22.283	184	116	7	4	179	9	173	5.98e-05	41.5	COG5291	S					Predicted membrane protein
jgi|MicpuN3v2|3152|wlab.23261.1	CDD:225201	21.652	351	212	10	47	394	149	439	1.66e-16	78.6	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|3153|wlab.4664.1	CDD:226654	28.205	78	53	1	906	980	289	366	3.42e-04	41.9	COG4191	T					Signal transduction histidine kinase regulating C4-dicarboxylate transport system
jgi|MicpuN3v2|3156|wlab.247698.1	CDD:223733	25.956	366	241	8	272	633	1	340	1.40e-51	185	COG0661	R					Predicted unusual protein kinase
jgi|MicpuN3v2|3159|wlab.234230.1	CDD:223589	26.429	280	163	7	22	259	6	284	2.68e-34	127	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|315|wlab.247035.1	CDD:223406	38.790	281	149	7	56	318	8	283	3.42e-67	210	COG0329	E	M				Dihydrodipicolinate synthase/N-acetylneuraminate lyase
jgi|MicpuN3v2|3160|wlab.234229.1	CDD:223562	37.640	534	299	10	73	605	2	502	5.58e-137	412	COG0488	R					ATPase components of ABC transporters with duplicated ATPase domains
jgi|MicpuN3v2|3161|wlab.234228.1	CDD:223647	26.066	211	118	11	1129	1335	143	319	3.88e-09	58.1	COG0574	G					Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
jgi|MicpuN3v2|3162|wlab.231092.1	CDD:223104	26.077	418	283	6	23	439	5	397	4.07e-53	184	COG0025	P					NhaP-type Na+/H+ and K+/H+ antiporters
jgi|MicpuN3v2|3163|wlab.4672.1	CDD:226274	30.909	110	65	6	330	434	141	244	3.54e-11	60.1	COG3751	O					Predicted proline hydroxylase
jgi|MicpuN3v2|316|wlab.247036.1	CDD:223163	24.196	1244	658	43	24	1191	26	1060	0.0	670	COG0085	K					DNA-directed RNA polymerase, beta subunit/140 kD subunit
jgi|MicpuN3v2|3170|wlab.234223.1	CDD:223169	45.133	113	62	0	142	254	7	119	2.21e-33	115	COG0091	J					Ribosomal protein L22
jgi|MicpuN3v2|3171|wlab.234224.1	CDD:224869	30.208	96	43	5	343	438	8	79	6.32e-09	50.0	COG1958	K					Small nuclear ribonucleoprotein (snRNP) homolog
jgi|MicpuN3v2|3173|wlab.234220.1	CDD:225201	21.477	298	189	8	743	1010	67	349	1.63e-06	49.3	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|3174|wlab.4678.1	CDD:227101	29.032	62	42	1	235	296	130	189	2.38e-05	43.2	COG4759	O					Uncharacterized protein conserved in bacteria containing thioredoxin-like domain
jgi|MicpuN3v2|3176|wlab.234218.1	CDD:227826	28.934	197	126	6	199	391	120	306	3.61e-24	98.4	COG5539	O					Predicted cysteine protease (OTU family)
jgi|MicpuN3v2|3178|wlab.2606.1	CDD:224644	23.077	143	110	0	9	151	1	143	1.10e-19	77.4	COG1730	O					Predicted prefoldin, molecular chaperone implicated in de novo protein folding
jgi|MicpuN3v2|3179|wlab.234216.1	CDD:224110	53.112	241	110	2	63	301	1	240	3.09e-101	294	COG1189	J					Predicted rRNA methylase
jgi|MicpuN3v2|317|wlab.246516.1	CDD:225174	23.679	549	225	14	120	668	78	432	6.50e-49	174	COG2265	J					SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
jgi|MicpuN3v2|3181|wlab.234214.1	CDD:224417	35.294	170	110	0	17	186	2	171	1.50e-53	175	COG1500	J					Predicted exosome subunit
jgi|MicpuN3v2|3184|wlab.234212.1	CDD:223704	25.685	292	159	12	664	944	8	252	1.01e-23	99.0	COG0631	T					Serine/threonine protein phosphatase
jgi|MicpuN3v2|3185|wlab.234211.1	CDD:225518	29.018	224	114	6	119	342	36	214	8.29e-20	86.6	COG2971	G					Predicted N-acetylglucosamine kinase
jgi|MicpuN3v2|3186|wlab.234210.1	CDD:223114	48.165	218	108	2	6	220	5	220	2.22e-97	280	COG0036	G					Pentose-5-phosphate-3-epimerase
jgi|MicpuN3v2|3189|wlab.234208.1	CDD:223706	24.752	101	71	1	224	319	2	102	2.69e-15	68.3	COG0633	C					Ferredoxin
jgi|MicpuN3v2|3190|wlab.1416.1	CDD:223459	23.581	229	158	6	108	334	9	222	2.35e-23	96.2	COG0382	H					4-hydroxybenzoate polyprenyltransferase and related prenyltransferases
jgi|MicpuN3v2|3192|wlab.234207.1	CDD:223180	47.917	144	70	3	72	214	2	141	1.09e-55	172	COG0102	J					Ribosomal protein L13
jgi|MicpuN3v2|3193|wlab.234206.1	CDD:223535	37.209	516	300	13	25	531	10	510	6.63e-159	460	COG0459	O					Chaperonin GroEL (HSP60 family)
jgi|MicpuN3v2|3194|wlab.234205.1	CDD:224117	18.156	347	270	5	93	431	169	509	8.88e-09	55.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3198|wlab.234203.1	CDD:225201	20.879	364	231	11	1320	1679	87	397	1.23e-11	65.9	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|31|wlab.232515.1	CDD:226989	28.030	132	92	2	48	179	11	139	1.54e-15	70.5	COG4642	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|3200|wlab.234199.1	CDD:223587	32.152	395	248	6	1	391	11	389	4.47e-94	295	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|3202|wlab.17507.1	CDD:224277	32.584	89	60	0	14	102	1	89	1.45e-18	73.1	COG1358	J					Ribosomal protein HS6-type (S12/L30/L7a)
jgi|MicpuN3v2|3203|wlab.234198.1	CDD:226148	23.510	302	155	14	641	933	9	243	1.23e-13	71.5	COG3621	R					Patatin
jgi|MicpuN3v2|3204|wlab.234197.1	CDD:225297	38.983	59	36	0	104	162	89	147	1.33e-06	44.0	COG2453	T					Predicted protein-tyrosine phosphatase
jgi|MicpuN3v2|3205|wlab.234196.1	CDD:223550	28.886	907	527	26	58	884	32	900	7.29e-152	468	COG0474	P					Cation transport ATPase
jgi|MicpuN3v2|3207|wlab.4694.1	CDD:224054	30.841	214	132	6	99	308	19	220	8.10e-49	170	COG1131	V					ABC-type multidrug transport system, ATPase component
jgi|MicpuN3v2|3209|wlab.244915.1	CDD:223264	37.349	83	51	1	63	145	1	82	1.26e-27	95.7	COG0186	J					Ribosomal protein S17
jgi|MicpuN3v2|320|wlab.246519.1	CDD:223560	51.562	64	30	1	73	135	4	67	2.76e-24	98.1	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|3210|wlab.4696.1	CDD:223540	42.014	288	130	8	225	507	237	492	5.13e-75	242	COG0464	O					ATPases of the AAA+ class
jgi|MicpuN3v2|3213|wlab.234191.1	CDD:225597	27.368	95	57	5	158	246	66	154	1.01e-04	42.4	COG3055	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|3218|wlab.234186.1	CDD:224869	39.189	74	42	2	1	71	6	79	7.30e-17	66.9	COG1958	K					Small nuclear ribonucleoprotein (snRNP) homolog
jgi|MicpuN3v2|321|wlab.247037.1	CDD:224025	26.190	126	86	2	13	132	2	126	7.45e-25	93.5	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|3221|wlab.234180.1	CDD:223642	42.151	344	175	5	262	584	1	341	1.79e-106	321	COG0568	K					DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)
jgi|MicpuN3v2|3223|wlab.4700.1	CDD:224117	22.388	134	97	3	510	636	375	508	1.09e-07	52.8	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3225|wlab.234181.1	CDD:224380	21.017	295	212	7	238	529	2	278	2.11e-17	81.0	COG1463	Q					ABC-type transport system involved in resistance to organic solvents, periplasmic component
jgi|MicpuN3v2|3226|wlab.234183.1	CDD:223533	25.175	143	100	1	577	719	151	286	9.00e-09	54.5	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|3227|wlab.234178.1	CDD:223855	26.733	101	68	3	718	816	7	103	1.05e-06	46.0	COG0784	T					FOG: CheY-like receiver
jgi|MicpuN3v2|3228|wlab.234176.1	CDD:223533	26.490	151	106	2	212	357	139	289	1.14e-12	65.3	COG0457	R					FOG: TPR repeat
jgi|MicpuN3v2|3231|wlab.231088.1	CDD:223627	27.106	653	326	16	333	955	334	866	2.13e-74	263	COG0553	K	L				Superfamily II DNA/RNA helicases, SNF2 family
jgi|MicpuN3v2|3232|wlab.248627.1	CDD:224346	34.989	1329	723	25	107	1402	31	1251	0.0	1135	COG1429	H					Cobalamin biosynthesis protein CobN and related Mg-chelatases
jgi|MicpuN3v2|3233|wlab.231084.1	CDD:224478	22.034	295	207	7	33	325	7	280	9.51e-43	149	COG1562	I					Phytoene/squalene synthetase
jgi|MicpuN3v2|3239|wlab.234171.1	CDD:225040	34.783	69	43	1	235	303	121	187	1.42e-08	52.0	COG2129	R					Predicted phosphoesterases, related to the Icc protein
jgi|MicpuN3v2|3240|wlab.23300.1	CDD:223147	52.894	501	209	7	818	1314	3	480	0.0	655	COG0069	E					Glutamate synthase domain 2
jgi|MicpuN3v2|3241|wlab.234170.1	CDD:226054	25.893	112	66	5	79	179	28	133	8.22e-05	39.7	COG3523	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|3242|wlab.234167.1	CDD:223761	29.482	251	143	7	5	250	9	230	1.10e-32	116	COG0689	J					RNase PH
jgi|MicpuN3v2|3247|wlab.23304.1	CDD:227881	21.835	774	437	27	186	925	63	702	2.26e-37	148	COG5594	S					Uncharacterized integral membrane protein
jgi|MicpuN3v2|3248|wlab.234163.1	CDD:224557	42.035	678	336	12	490	1116	37	708	0.0	750	COG1643	L					HrpA-like helicases
jgi|MicpuN3v2|3249|wlab.234164.1	CDD:227698	24.283	453	212	10	102	536	15	354	2.43e-39	149	COG5411	T					Phosphatidylinositol 5-phosphate phosphatase
jgi|MicpuN3v2|324|wlab.247042.1	CDD:223727	25.205	365	189	17	182	536	22	312	1.86e-26	109	COG0654	H	C				2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
jgi|MicpuN3v2|3252|wlab.4713.1	CDD:224869	29.730	74	48	1	1	70	6	79	5.08e-11	51.9	COG1958	K					Small nuclear ribonucleoprotein (snRNP) homolog
jgi|MicpuN3v2|3257|wlab.247707.1	CDD:223548	33.436	326	175	8	162	479	5	296	4.32e-44	155	COG0472	M					UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
jgi|MicpuN3v2|3259|wlab.234158.1	CDD:224117	20.455	264	201	2	24	287	230	484	1.99e-07	52.0	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3260|wlab.234156.1	CDD:223589	24.332	337	185	9	43	374	8	279	9.02e-37	136	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|3261|wlab.234157.1	CDD:223560	34.848	66	41	2	41	105	5	69	4.74e-14	68.0	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|3262|wlab.234155.1	CDD:227455	36.232	69	38	1	13	81	89	151	7.07e-07	46.5	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|3263|wlab.234154.1	CDD:227571	33.333	45	29	1	103	146	54	98	7.14e-04	36.6	COG5246	A					Splicing factor 3a, subunit 2
jgi|MicpuN3v2|3267|wlab.234151.1	CDD:223619	40.496	121	55	4	182	294	94	205	4.52e-24	94.4	COG0545	O					FKBP-type peptidyl-prolyl cis-trans isomerases 1
jgi|MicpuN3v2|3268|wlab.27374.1	CDD:227355	41.604	798	389	18	78	867	61	789	0.0	741	COG5022	Z					Myosin heavy chain
jgi|MicpuN3v2|326|wlab.230545.1	CDD:223540	50.551	544	217	8	225	766	1	494	0.0	553	COG0464	O					ATPases of the AAA+ class
jgi|MicpuN3v2|3270|wlab.234149.1	CDD:225660	30.189	106	66	2	37	140	5	104	1.31e-13	63.9	COG3118	O					Thioredoxin domain-containing protein
jgi|MicpuN3v2|3271|wlab.1421.1	CDD:223669	22.260	292	194	6	91	378	20	282	4.54e-22	92.0	COG0596	R					Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
jgi|MicpuN3v2|3272|wlab.234148.1	CDD:223542	36.954	939	422	17	14	952	8	776	0.0	823	COG0466	O					ATP-dependent Lon protease, bacterial type
jgi|MicpuN3v2|3274|wlab.234145.1	CDD:223354	18.201	478	330	14	164	634	36	459	1.03e-30	123	COG0277	C					FAD/FMN-containing dehydrogenases
jgi|MicpuN3v2|3275|wlab.234146.1	CDD:223680	37.209	43	25	2	90	130	3	45	8.60e-04	35.3	COG0607	P					Rhodanese-related sulfurtransferase
jgi|MicpuN3v2|3277|wlab.234144.1	CDD:223532	24.060	133	92	3	96	219	21	153	7.59e-11	56.5	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|3281|wlab.247708.1	CDD:223591	32.110	109	70	3	15	121	10	116	4.59e-18	72.1	COG0517	R					FOG: CBS domain
jgi|MicpuN3v2|3282|wlab.234140.1	CDD:223637	29.439	214	104	2	59	272	3	169	2.34e-41	140	COG0563	F					Adenylate kinase and related kinases
jgi|MicpuN3v2|3283|wlab.234139.1	CDD:223796	23.448	145	106	1	423	562	99	243	1.11e-16	79.2	COG0724	R					RNA-binding proteins (RRM domain)
jgi|MicpuN3v2|3284|wlab.244868.1	CDD:227827	44.898	49	27	0	374	422	323	371	1.93e-12	65.4	COG5540	O					RING-finger-containing ubiquitin ligase
jgi|MicpuN3v2|3287|wlab.19936.1	CDD:227223	27.619	105	75	1	26	130	191	294	6.21e-08	51.9	COG4886	S					Leucine-rich repeat (LRR) protein
jgi|MicpuN3v2|3293|wlab.244867.1	CDD:226989	26.050	119	86	2	96	213	22	139	1.56e-09	52.0	COG4642	S					Uncharacterized protein conserved in bacteria
jgi|MicpuN3v2|3294|wlab.234132.1	CDD:223175	28.022	182	118	6	8	188	7	176	1.96e-38	127	COG0097	J					Ribosomal protein L6P/L9E
jgi|MicpuN3v2|3296|wlab.4739.1	CDD:226444	18.622	392	224	16	97	474	4	314	1.38e-20	91.9	COG3934	G					Endo-beta-mannanase
jgi|MicpuN3v2|32|wlab.232513.1	CDD:227511	30.733	423	243	13	100	504	67	457	1.38e-66	220	COG5184	D	Z				Alpha-tubulin suppressor and related RCC1 domain-containing proteins
jgi|MicpuN3v2|3305|wlab.234124.1	CDD:225319	45.415	229	112	7	154	378	65	284	2.72e-67	214	COG2521	R					Predicted archaeal methyltransferase
jgi|MicpuN3v2|3306|wlab.23324.1	CDD:225491	30.723	166	85	3	556	712	336	480	8.13e-20	90.3	COG2940	R					Proteins containing SET domain
jgi|MicpuN3v2|3307|wlab.247709.1	CDD:224117	19.540	261	203	1	222	482	239	492	2.28e-06	48.2	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3308|wlab.234123.1	CDD:224117	23.396	265	169	5	160	424	661	891	4.23e-06	47.4	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3309|wlab.231080.1	CDD:223587	31.043	393	230	7	14	405	27	379	1.68e-83	265	COG0513	L	K	J			Superfamily II DNA and RNA helicases
jgi|MicpuN3v2|3311|wlab.234122.1	CDD:223589	25.382	327	181	8	640	952	2	279	1.06e-40	151	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|3313|wlab.234119.1	CDD:223569	23.256	903	507	32	10	893	8	743	4.23e-169	515	COG0495	J					Leucyl-tRNA synthetase
jgi|MicpuN3v2|3315|wlab.234118.1	CDD:225201	26.462	325	200	8	2	321	148	438	5.79e-40	152	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|3317|wlab.234116.1	CDD:223560	52.174	23	11	0	484	506	17	39	5.02e-04	39.5	COG0484	O					DnaJ-class molecular chaperone with C-terminal Zn finger domain
jgi|MicpuN3v2|3318|wlab.247710.1	CDD:223600	33.803	71	44	1	82	149	37	107	1.45e-05	39.9	COG0526	O	C				Thiol-disulfide isomerase and thioredoxins
jgi|MicpuN3v2|331|wlab.247048.1	CDD:223589	28.621	290	179	9	18	285	2	285	2.83e-56	184	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|3323|wlab.234113.1	CDD:223250	42.032	433	240	7	81	507	2	429	4.89e-169	481	COG0172	J					Seryl-tRNA synthetase
jgi|MicpuN3v2|3325|wlab.474.1	CDD:223529	31.897	232	110	9	38	262	4	194	4.96e-34	124	COG0452	H					Phosphopantothenoylcysteine synthetase/decarboxylase
jgi|MicpuN3v2|3327|wlab.247711.1	CDD:224336	27.700	213	127	6	19	225	31	222	1.55e-30	109	COG1418	R					Predicted HD superfamily hydrolase
jgi|MicpuN3v2|332|wlab.247049.1	CDD:227361	33.521	889	527	23	122	996	21	859	0.0	548	COG5028	U					Vesicle coat complex COPII, subunit SEC24/subunit SFB2/subunit SFB3
jgi|MicpuN3v2|3330|wlab.247713.1	CDD:224117	19.355	124	94	2	274	397	196	313	1.97e-05	45.5	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3331|wlab.247714.1	CDD:223513	23.514	370	236	15	85	446	61	391	3.39e-52	177	COG0436	E					Aspartate/tyrosine/aromatic aminotransferase
jgi|MicpuN3v2|3332|wlab.234107.1	CDD:223444	25.197	254	172	8	260	506	211	453	8.89e-14	71.7	COG0367	E					Asparagine synthase (glutamine-hydrolyzing)
jgi|MicpuN3v2|3333|wlab.234106.1	CDD:223669	29.371	286	191	6	63	344	1	279	2.15e-27	106	COG0596	R					Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
jgi|MicpuN3v2|3335|wlab.4758.1	CDD:224862	35.082	305	186	6	72	375	2	295	3.48e-107	321	COG1951	C					Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain
jgi|MicpuN3v2|3336|wlab.247716.1	CDD:223738	36.220	127	73	2	107	225	60	186	5.24e-17	74.5	COG0666	R					FOG: Ankyrin repeat
jgi|MicpuN3v2|3337|wlab.234104.1	CDD:225606	22.286	175	99	4	553	727	101	238	1.11e-05	46.1	COG3064	M					Membrane protein involved in colicin uptake
jgi|MicpuN3v2|3338|wlab.4760.1	CDD:223662	30.189	53	37	0	515	567	99	151	7.18e-10	55.0	COG0589	T					Universal stress protein UspA and related nucleotide-binding proteins
jgi|MicpuN3v2|3339|wlab.23337.1	CDD:224391	23.350	394	220	11	1690	2079	41	356	7.97e-33	129	COG1474	L	O				Cdc6-related protein, AAA superfamily ATPase
jgi|MicpuN3v2|3340|wlab.234103.1	CDD:223089	27.928	333	166	11	62	384	24	292	3.72e-44	152	COG0010	E					Arginase/agmatinase/formimionoglutamate hydrolase, arginase family
jgi|MicpuN3v2|3341|wlab.234102.1	CDD:223135	49.853	339	160	6	1	337	1	331	1.07e-155	437	COG0057	G					Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase
jgi|MicpuN3v2|3342|wlab.234101.1	CDD:223204	32.731	443	230	21	9	442	7	390	1.25e-65	213	COG0126	G					3-phosphoglycerate kinase
jgi|MicpuN3v2|3343|wlab.4761.1	CDD:223398	30.078	256	108	7	65	314	18	208	6.79e-58	185	COG0321	H					Lipoate-protein ligase B
jgi|MicpuN3v2|3344|wlab.247717.1	CDD:225796	29.057	265	162	6	46	304	17	261	8.32e-49	161	COG3257	R					Uncharacterized protein, possibly involved in glyoxylate utilization
jgi|MicpuN3v2|3345|wlab.23340.1	CDD:226118	38.737	697	357	13	13	700	19	654	0.0	584	COG3590	O					Predicted metalloendopeptidase
jgi|MicpuN3v2|3348|wlab.247719.1	CDD:223663	50.420	119	57	2	77	195	6	122	1.55e-35	122	COG0590	F	J				Cytosine/adenosine deaminases
jgi|MicpuN3v2|3349|wlab.234099.1	CDD:223532	25.904	166	106	5	1	151	11	174	2.87e-28	101	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|3350|wlab.247720.1	CDD:223959	37.984	258	142	8	10	257	2	251	4.13e-55	175	COG1028	I	Q	R			Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
jgi|MicpuN3v2|3356|wlab.234095.1	CDD:227427	18.372	909	556	25	28	934	25	749	5.83e-88	295	COG5096	U					Vesicle coat complex, various subunits
jgi|MicpuN3v2|3358|wlab.234094.1	CDD:224083	25.556	180	99	7	183	345	49	210	3.39e-18	82.8	COG1161	R					Predicted GTPases
jgi|MicpuN3v2|3359|wlab.23346.1	CDD:223729	41.727	278	137	6	196	472	12	265	2.44e-82	254	COG0656	R					Aldo/keto reductases, related to diketogulonate reductase
jgi|MicpuN3v2|335|wlab.246530.1	CDD:225201	25.000	304	212	10	24	317	36	333	1.33e-33	132	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|3360|wlab.234092.1	CDD:223532	31.250	80	52	2	230	306	92	171	2.69e-06	44.2	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|3362|wlab.234090.1	CDD:223221	40.074	544	280	9	229	728	6	547	0.0	541	COG0143	J					Methionyl-tRNA synthetase
jgi|MicpuN3v2|3363|wlab.234089.1	CDD:224025	27.727	220	137	5	5	206	2	217	1.13e-41	137	COG1100	R					GTPase SAR1 and related small G proteins
jgi|MicpuN3v2|3364|wlab.234088.1	CDD:225214	34.247	146	90	4	21	162	39	182	3.98e-24	94.0	COG2335	M					Secreted and surface protein containing fasciclin-like repeats
jgi|MicpuN3v2|3365|wlab.247721.1	CDD:223591	28.000	50	34	1	438	487	10	57	1.63e-05	41.3	COG0517	R					FOG: CBS domain
jgi|MicpuN3v2|3366|wlab.234086.1	CDD:227497	30.909	110	62	4	19	118	8	113	4.65e-18	75.2	COG5169	K					Heat shock transcription factor
jgi|MicpuN3v2|3367|wlab.234087.1	CDD:225417	27.108	166	114	3	348	510	5	166	4.71e-21	87.4	COG2862	S					Predicted membrane protein
jgi|MicpuN3v2|3368|wlab.234085.1	CDD:223327	28.617	940	485	34	195	1110	1	778	4.42e-144	453	COG0249	L					Mismatch repair ATPase (MutS family)
jgi|MicpuN3v2|3369|wlab.234084.1	CDD:223733	32.692	468	257	12	314	763	14	441	6.98e-74	251	COG0661	R					Predicted unusual protein kinase
jgi|MicpuN3v2|336|wlab.232356.dup.1	CDD:224157	26.700	397	259	13	14	400	6	380	2.20e-55	194	COG1236	J					Predicted exonuclease of the beta-lactamase fold involved in RNA processing
jgi|MicpuN3v2|3370|wlab.244859.1	CDD:223589	26.000	300	177	7	152	427	1	279	2.68e-41	151	COG0515	R	T	K	L		Serine/threonine protein kinase
jgi|MicpuN3v2|3371|wlab.23349.1	CDD:224126	26.471	850	492	25	158	999	41	765	1.77e-132	422	COG1205	R					Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster
jgi|MicpuN3v2|3376|wlab.247723.1	CDD:223584	28.788	66	34	2	270	331	153	209	1.48e-08	52.4	COG0510	M					Predicted choline kinase involved in LPS biosynthesis
jgi|MicpuN3v2|3377|wlab.234082.1	CDD:224117	29.487	78	53	1	276	353	848	923	2.31e-04	40.1	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|337|wlab.21992.dup.1	CDD:227476	28.086	324	180	5	60	383	14	284	8.44e-45	165	COG5147	K	A	D			Myb superfamily proteins, including transcription factors and mRNA splicing factors
jgi|MicpuN3v2|3382|wlab.234076.1	CDD:223515	26.667	390	250	12	87	458	1	372	1.62e-42	156	COG0438	M					Glycosyltransferase
jgi|MicpuN3v2|3385|wlab.234073.1	CDD:224117	22.678	366	254	7	191	545	656	1003	1.40e-12	67.8	COG1196	D					Chromosome segregation ATPases
jgi|MicpuN3v2|3386|wlab.234072.1	CDD:223117	35.404	322	183	12	35	345	3	310	1.37e-75	233	COG0039	C					Malate/lactate dehydrogenases
jgi|MicpuN3v2|3388|wlab.23352.1	CDD:223637	38.614	202	91	4	44	241	1	173	1.54e-50	160	COG0563	F					Adenylate kinase and related kinases
jgi|MicpuN3v2|338|wlab.246509.dup.1	CDD:225201	19.094	309	240	7	231	538	76	375	1.67e-25	106	COG2319	R					FOG: WD40 repeat
jgi|MicpuN3v2|3391|wlab.234070.1	CDD:224320	39.608	255	143	4	52	305	4	248	6.75e-77	234	COG1402	R					Uncharacterized protein, putative amidase
jgi|MicpuN3v2|3392|wlab.247725.1	CDD:223532	26.718	131	80	5	118	239	26	149	2.22e-04	39.2	COG0456	R					Acetyltransferases
jgi|MicpuN3v2|3398|wlab.234066.1	CDD:227455	37.681	69	43	0	160	228	90	158	4.80e-12	59.2	COG5126	T	Z	D	R		Ca2+-binding protein (EF-Hand superfamily)
jgi|MicpuN3v2|339|wlab.247031.dup.1	CDD:227225	34.568	81	52	1	1	80	1	81	3.38e-22	79.9	COG4888	R					Uncharacterized Zn ribbon-containing protein
jgi|MicpuN3v2|3400|wlab.4790.1	CDD:227369	31.606	386	177	14	246	600	148	477	8.09e-50	180	COG5036	P					SPX domain-containing protein involved in vacuolar polyphosphate accumulation
